player,position,team,from_team,contract_aav,contract_total,contract_years,age,height,weight,experience,college,draft_year,draft_round,draft_pick,pfr_slug,source_url,import_method,imported_at
Matt Pryor,G/T,ARI,PHI,1487500,1487500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Olisaemeka Udoh,LT,ARI,TEN,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Roy Lopez,DL,ARI,DET,5250000,10500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Teagan Quitoriano,TE,ARI,ATL,1240000,1240000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tyler Allgeier,RB,ARI,ATL,6125000,12250000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Austin Hooper,TE,ATL,NE,3250000,3250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Azeez Ojulari,ED,ATL,PHI,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Brian Robinson,RB,ATL,SF,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Cam Thomas,ED,ATL,CLE,3095000,3095000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Channing Tindall,LB,ATL,ARI,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Chris Williams,DL,ATL,CHI,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Christian Harris,LB,ATL,HOU,2750000,2750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Corey Levin,C,ATL,TEN,1485000,1485000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Da'shawn Hand,DL,ATL,LAC,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Darnay Holmes,CB,ATL,LV,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Darren Hall,CB,ATL,ARI,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jake Bailey,P,ATL,MIA,3000000,9000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jawaan Taylor,RT,ATL,KC,5000000,5000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Nick Folk,K,ATL,NYJ,4500000,9000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Olamide Zaccheaus,WR,ATL,CHI,2250000,4500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Samson Ebukam,ED,ATL,IND,2765000,2765000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Trevor Siemian,QB,ATL,TEN,1300000,1300000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tua Tagovailoa,QB,ATL,MIA,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tyler Goodson,RB,ATL,IND,1145000,1145000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Calais Campbell,DL,BAL,ARI,5500000,5500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Danny Pinter,C,BAL,IND,2750000,2750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Durham Smythe,TE,BAL,CHI,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jaylinn Hawkins,S,BAL,NE,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
John Simpson,G,BAL,NYJ,10000000,30000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jovaughn Gwyn,C,BAL,ATL,1195000,1195000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Skylar Thompson,QB,BAL,PIT,1145000,1145000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Trey Hendrickson,ED,BAL,CIN,28000000,112000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Austin Corbett,C,BUF,CAR,1487500,1487500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Ben VanSumeren,FB,BUF,PHI,1075000,1075000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Bradley Chubb,ED,BUF,MIA,14500000,43500000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Chauncey Gardner-Johnson,S,BUF,CHI,3500000,3500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Dee Alford,CB,BUF,ATL,5250000,15750000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Geno Stone,S,BUF,CIN,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kyle Allen,QB,BUF,DET,2050000,4100000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Lloyd Cushenberry,C,BUF,TEN,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Michael Danna,ED,BUF,KC,0,0,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Shane Zylstra,TE,BUF,DET,0,0,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Trent Sherfield,WR,BUF,NE,1300000,1300000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
A.J. Dillon,RB,CAR,PHI,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Devin Lloyd,LB,CAR,JAX,14000000,42000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Feleipe Franks,TE,CAR,ATL,1265000,1265000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jaelan Phillips,ED,CAR,PHI,30000000,120000000,4,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
John Metchie,WR,CAR,NYJ,1900000,1900000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kenny Pickett,QB,CAR,LV,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Luke Fortner,C,CAR,NO,2750000,2750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Nick Hampton,ED,CAR,LAR,1145000,1145000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Rasheed Walker,LT,CAR,GB,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Stone Forsythe,RT,CAR,LV,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Will Grier,QB,CAR,DAL,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Cam Lewis,CB,CHI,BUF,3000000,6000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Coby Bryant,S,CHI,SEA,13333333,40000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jack Sanborn,LB,CHI,DAL,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
James Lynch,DL,CHI,TEN,1315000,1315000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jon Rhattigan,LB,CHI,LV,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kalif Raymond,WR,CHI,DET,3500000,3500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kentavius Street,DL,CHI,ATL,1480000,1480000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Neville Gallimore,DL,CHI,IND,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Scotty Miller,WR,CHI,PIT,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Boye Mafe,ED,CIN,SEA,20000000,60000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Bryan Cook,S,CIN,KC,13416667,40250000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Ja'Sir Taylor,CB,CIN,NYJ,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jonathan Allen,DL,CIN,MIN,12500000,25000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Josh Johnson,QB,CIN,WAS,1500000,1500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kyle Dugger,S,CIN,PIT,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Daniel Thomas,S,CLE,DET,1500000,3000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Elgton Jenkins,C,CLE,GB,12000000,24000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jack Stoll,TE,CLE,NO,1315000,1315000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kalia Davis,DL,CLE,SF,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Michael Burton,FB,CLE,DEN,1400000,1400000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Myles Bryant,CB,CLE,HOU,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Quincy Williams,LB,CLE,NYJ,6500000,13000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tylan Wallace,WR,CLE,BAL,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Zion Johnson,G,CLE,LAC,16500000,49500000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Curtis Robinson,LB,DAL,SF,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Decobie Durant,CB,DAL,LAR,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Derion Kendrick,CB,DAL,LAR,1315000,1315000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jalen Thompson,S,DAL,ARI,11000000,33000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jonathan Bullard,DL,DAL,NO,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Marquez Valdes-Scantling,WR,DAL,PIT,1487500,1487500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Matt Hennessy,C,DAL,SF,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Otito Ogbonnia,DL,DAL,LAC,2750000,2750000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
P.J. Locke,S,DAL,DEN,4000000,4000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Sam Howell,QB,DAL,PHI,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tyler Johnson,WR,DAL,NYJ,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tyrus Wheat,ED,DAL,DET,1245000,1245000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tycen Anderson,S,DEN,CIN,1500000,1500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Ben Bartch,G,DET,SF,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Cade Mays,C,DET,CAR,8333333,25000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Christian Izien,S,DET,TB,2000000,2000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
D.J. Wonnum,ED,DET,CAR,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Damone Clark,LB,DET,HOU,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Greg Dortch,WR,DET,ARI,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Isiah Pacheco,RB,DET,KC,1810000,1810000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jay Tufele,DL,DET,NYJ,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Joe Bachie,LB,DET,TEN,1215000,1215000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Larry Borom,RT,DET,MIA,5000000,5000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Roger McCreary,CB,DET,LAR,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tyler Conklin,TE,DET,LAC,1300000,1300000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Benjamin St-Juste,CB,GB,LAC,4900000,9800000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Javon Hargrave,DL,GB,MIN,11500000,23000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Tyrod Taylor,QB,GB,NYJ,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Braden Smith,RT/G,HOU,IND,10000000,20000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Dominique Robinson,ED,HOU,CHI,3000000,3000000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Evan Brown,G/C,HOU,ARI,2500000,2500000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Foster Moreau,TE,HOU,NO,3000000,6000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jake Hummel,LB,HOU,BAL,2375000,4750000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Logan Hall,DL,HOU,TB,6875000,13750000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Reed Blankenship,S,HOU,PHI,8250000,24750000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Wyatt Teller,G,HOU,CLE,8000000,16000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Akeem Davis-Gaither,LB,IND,ARI,2725000,2725000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Arden Key,ED,IND,TEN,8000000,16000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Cam Taylor-Britt,CB,IND,CIN,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Derrick Nnadi,DL,IND,KC,1487500,1487500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jerry Tillery,DL,IND,KC,1487500,1487500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Jonathan Owens,S,IND,CHI,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Juanyeh Thomas,S,IND,DAL,1332500,1332500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Micheal Clemons,ED,IND,NYJ,5666667,17000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Nick Westbrook,WR,IND,MIA,1402500,1402500,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Ameer Abdullah,RB,JAX,IND,0,0,0,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Chris Rodriguez Jr.,RB,JAX,WAS,5000000,10000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Alohi Gilman,S,KC,BAL,8000000,24000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Emari Demercado,RB,KC,ARI,1250000,1250000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kader Kohou,CB,KC,MIA,1810000,1810000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kaiir Elam,CB,KC,TEN,1810000,1810000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Kenneth Walker III,RB,KC,SEA,14350000,43050000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Khyiris Tonga,DL,KC,NE,7000000,21000000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Alec Ingold,FB,LAC,MIA,3750000,7500000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Charlie Kolar,TE,LAC,BAL,8100000,24300000,3,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Cole Strange,G,LAC,MIA,6500000,13000000,2,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
Dalvin Tomlinson,DL,LAC,ARI,6200000,6200000,1,,,,,,,,,,https://www.spotrac.com/nfl/free-agents/signed/_/year/2026,spotrac_fa_scraper,2026-05-18T15:18:54Z
