team_id,nfl_season,nfl_week,outcome_name,observed_prediction,counterfactual_prediction,mis_value,mis_z,interval_50_low,interval_50_high,interval_90_low,interval_90_high,low_confidence_flag,model_version,data_version,generated_at
ARI,2019,1,offensive_epa_per_play,-0.007091,-0.031804,0.024713,0.743295,0.019382,0.030043,0.011703,0.037722,true,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
ARI,2019,1,point_diff_per_game,-1.730823,4.599351,-6.330174,0.064349,-7.426285,-5.234064,-9.005400,-3.654949,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
ARI,2019,1,win_pct,0.422016,0.250592,0.171424,0.630150,0.151800,0.191048,0.123528,0.219320,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
ATL,2019,1,offensive_epa_per_play,-0.002430,-0.020303,0.017873,-0.405486,0.016235,0.019511,0.013875,0.021871,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
ATL,2019,1,point_diff_per_game,-0.945280,6.560501,-7.505781,-0.316703,-8.547300,-6.464263,-10.047766,-4.963796,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
ATL,2019,1,win_pct,0.442381,0.326336,0.116045,-0.605820,0.099653,0.132436,0.076039,0.156050,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
BAL,2019,1,offensive_epa_per_play,0.050677,0.025694,0.024984,0.788822,0.018700,0.031267,0.009648,0.040320,true,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
BAL,2019,1,point_diff_per_game,10.577467,14.404187,-3.826720,0.875799,-6.133508,-1.519933,-9.456788,1.803347,true,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
BAL,2019,1,win_pct,0.812944,0.629276,0.183668,0.903409,0.147436,0.219899,0.095239,0.272097,true,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
BUF,2019,1,offensive_epa_per_play,0.026735,0.002698,0.024037,0.629826,0.021836,0.026238,0.018666,0.029408,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
BUF,2019,1,point_diff_per_game,2.130045,10.482802,-8.352756,-0.591235,-9.233981,-7.471532,-10.503519,-6.201993,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
BUF,2019,1,win_pct,0.632124,0.477824,0.154301,0.247988,0.149499,0.159102,0.142581,0.166020,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
CAR,2019,1,offensive_epa_per_play,-0.020236,-0.035636,0.015400,-0.820853,0.015241,0.015559,0.015012,0.015788,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
CAR,2019,1,point_diff_per_game,-4.688163,3.945940,-8.634102,-0.682428,-11.180836,-6.087368,-14.849796,-2.418408,true,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
CAR,2019,1,win_pct,0.328009,0.225356,0.102653,-0.904697,0.099087,0.106219,0.093949,0.111357,false,hierarchical-eb-v0.5.0-offseason,features-0.4.0-offseason,2026-05-12T16:55:20Z
