team_id,nfl_season,nfl_week,outcome_name,observed_prediction,counterfactual_prediction,mis_value,mis_z,interval_50_low,interval_50_high,interval_90_low,interval_90_high,low_confidence_flag,model_version,data_version,generated_at
ARI,2021,1,offensive_epa_per_play,0.019134,0.015930,0.003205,0.947682,-0.000835,0.007244,-0.006654,0.013063,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
ARI,2021,1,point_diff_per_game,1.765924,5.684989,-3.919065,-0.187540,-5.995756,-1.842374,-8.987547,1.149417,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
ARI,2021,1,win_pct,0.635404,0.520165,0.115239,2.022530,0.088607,0.141871,0.050239,0.180239,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
ATL,2021,1,offensive_epa_per_play,-0.005905,-0.006942,0.001037,0.386660,-0.003003,0.005076,-0.008822,0.010895,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
ATL,2021,1,point_diff_per_game,-4.413039,2.237154,-6.650193,-1.079330,-8.726884,-4.573502,-11.718675,-1.581711,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
ATL,2021,1,win_pct,0.467060,0.383445,0.083615,0.930989,0.056982,0.110247,0.018614,0.148615,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
BAL,2021,1,offensive_epa_per_play,0.003347,0.000682,0.002665,0.808100,-0.001374,0.006705,-0.007193,0.012524,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
BAL,2021,1,point_diff_per_game,0.654445,3.386432,-2.731987,0.200075,-4.808678,-0.655296,-7.800469,2.336495,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
BAL,2021,1,win_pct,0.497932,0.429018,0.068914,0.423576,0.042281,0.095546,0.003913,0.133914,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
BUF,2021,1,offensive_epa_per_play,0.022236,0.023553,-0.001318,-0.222506,-0.005357,0.002722,-0.011176,0.008541,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
BUF,2021,1,point_diff_per_game,4.541428,6.834268,-2.292840,0.343469,-4.369532,-0.216149,-7.361323,2.775642,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
BUF,2021,1,win_pct,0.611733,0.565738,0.045995,-0.367466,0.019363,0.072627,-0.019005,0.110995,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
CAR,2021,1,offensive_epa_per_play,-0.031627,-0.022183,-0.009444,-2.325230,-0.013483,-0.005405,-0.019303,0.000415,true,hierarchical-eb-v0.6.0-offseason,features-0.4.0-offseason,2026-05-12T21:44:59Z
