outcome_name,feature_name,coefficient,alpha,n_rows,trained_at
win_pct,intercept,0.40386944,1.0000,32,2026-05-18T15:20:38Z
win_pct,roster_churn_rate,-0.00005296,1.0000,32,2026-05-18T15:20:38Z
win_pct,inbound_move_count,0.01569177,1.0000,32,2026-05-18T15:20:38Z
win_pct,outbound_move_count,-0.01850073,1.0000,32,2026-05-18T15:20:38Z
win_pct,offense_skill_value_delta,0.00266199,1.0000,32,2026-05-18T15:20:38Z
win_pct,offense_line_value_delta,0.00095908,1.0000,32,2026-05-18T15:20:38Z
win_pct,defense_front_value_delta,-0.01024229,1.0000,32,2026-05-18T15:20:38Z
win_pct,defense_second_level_value_delta,0.00006607,1.0000,32,2026-05-18T15:20:38Z
win_pct,defense_secondary_value_delta,0.00241755,1.0000,32,2026-05-18T15:20:38Z
win_pct,special_teams_value_delta,0.00144412,1.0000,32,2026-05-18T15:20:38Z
win_pct,other_value_delta,-0.00835587,1.0000,32,2026-05-18T15:20:38Z
win_pct,avg_contract_value_per_move,0.00000001,1.0000,32,2026-05-18T15:20:38Z
win_pct,same_division_inbound_count,0.01710888,1.0000,32,2026-05-18T15:20:38Z
win_pct,cross_division_inbound_count,0.00093751,1.0000,32,2026-05-18T15:20:38Z
win_pct,cross_conference_inbound_count,0.00904441,1.0000,32,2026-05-18T15:20:38Z
win_pct,position_value_delta,-0.01104936,1.0000,32,2026-05-18T15:20:38Z
win_pct,schedule_strength_index,0.38469060,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,intercept,-1.50810128,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,roster_churn_rate,-0.01294772,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,inbound_move_count,0.11174281,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,outbound_move_count,-0.79793650,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,offense_skill_value_delta,0.29471462,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,offense_line_value_delta,0.49768220,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,defense_front_value_delta,-0.66512775,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,defense_second_level_value_delta,0.09109596,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,defense_secondary_value_delta,0.44163473,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,special_teams_value_delta,-1.32753153,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,other_value_delta,0.03860585,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,avg_contract_value_per_move,0.00000123,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,same_division_inbound_count,1.48904527,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,cross_division_inbound_count,0.30074074,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,cross_conference_inbound_count,0.65348859,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,position_value_delta,-0.62892592,1.0000,32,2026-05-18T15:20:38Z
point_diff_per_game,schedule_strength_index,8.81341026,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,intercept,-0.01100404,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,roster_churn_rate,0.00000685,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,inbound_move_count,0.00364888,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,outbound_move_count,-0.00328585,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,offense_skill_value_delta,0.00038039,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,offense_line_value_delta,0.00024878,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,defense_front_value_delta,-0.00071923,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,defense_second_level_value_delta,0.00028242,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,defense_secondary_value_delta,0.00071277,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,special_teams_value_delta,-0.00156461,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,other_value_delta,-0.00133696,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,avg_contract_value_per_move,0.00000000,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,same_division_inbound_count,0.00115480,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,cross_division_inbound_count,-0.00063660,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,cross_conference_inbound_count,0.00053168,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,position_value_delta,-0.00199644,1.0000,32,2026-05-18T15:20:38Z
offensive_epa_per_play,schedule_strength_index,0.06260307,1.0000,32,2026-05-18T15:20:38Z
