team_id,nfl_season,nfl_week,outcome_name,observed_prediction,counterfactual_prediction,mis_value,mis_z,interval_50_low,interval_50_high,interval_90_low,interval_90_high,low_confidence_flag,model_version,data_version,generated_at
ARI,2025,1,offensive_epa_per_play,-0.041372,-0.051049,0.009677,-0.189846,0.006096,0.013258,0.000937,0.018417,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
ARI,2025,1,point_diff_per_game,-4.428304,-3.428573,-0.999731,0.664361,-2.803726,0.804264,-5.402656,3.403194,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
ARI,2025,1,win_pct,0.245171,0.114362,0.130808,0.469217,0.105388,0.156228,0.068767,0.192850,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
ATL,2025,1,offensive_epa_per_play,-0.008681,-0.018259,0.009577,-0.220042,0.005996,0.013158,0.000837,0.018317,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
ATL,2025,1,point_diff_per_game,-2.567854,1.331026,-3.898880,-0.688961,-5.702875,-2.094885,-8.301805,0.504046,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
ATL,2025,1,win_pct,0.425861,0.316749,0.109112,-0.475859,0.083692,0.134532,0.047071,0.171154,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
BAL,2025,1,offensive_epa_per_play,0.000552,-0.010060,0.010612,0.094373,0.007031,0.014193,0.001872,0.019352,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
BAL,2025,1,point_diff_per_game,0.217822,2.521163,-2.303341,0.055837,-4.107336,-0.499346,-6.706266,2.099584,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
BAL,2025,1,win_pct,0.500497,0.367355,0.133142,0.570861,0.107722,0.158562,0.071100,0.195183,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
BUF,2025,1,offensive_epa_per_play,0.032759,0.022737,0.010022,-0.084911,0.006441,0.013603,0.001282,0.018762,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
BUF,2025,1,point_diff_per_game,5.044732,7.281710,-2.236977,0.086815,-4.040972,-0.432983,-6.639903,2.165948,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
BUF,2025,1,win_pct,0.660527,0.569782,0.090745,-1.275939,0.065325,0.116165,0.028703,0.152787,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CAR,2025,1,offensive_epa_per_play,-0.013182,-0.018259,0.005077,-1.587538,0.001496,0.008658,-0.003663,0.013817,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CAR,2025,1,point_diff_per_game,-4.444918,1.331026,-5.775944,-1.565174,-7.579939,-3.971949,-10.178869,-1.373019,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CAR,2025,1,win_pct,0.400588,0.316749,0.083839,-1.576747,0.058419,0.109259,0.021798,0.145881,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CHI,2025,1,offensive_epa_per_play,0.023192,0.014538,0.008654,-0.500488,0.005073,0.012235,-0.000086,0.017395,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CHI,2025,1,point_diff_per_game,3.497828,6.091573,-2.593746,-0.079724,-4.397740,-0.789751,-6.996671,1.809180,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CHI,2025,1,win_pct,0.631885,0.519176,0.112710,-0.319161,0.087290,0.138130,0.050668,0.174751,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CIN,2025,1,offensive_epa_per_play,-0.018800,-0.026458,0.007658,-0.803143,0.004077,0.011239,-0.001082,0.016398,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CIN,2025,1,point_diff_per_game,-2.040822,0.140889,-2.181711,0.112613,-3.985706,-0.377717,-6.584637,2.221214,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CIN,2025,1,win_pct,0.359614,0.266142,0.093472,-1.157171,0.068051,0.118892,0.031430,0.155513,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CLE,2025,1,offensive_epa_per_play,-0.026538,-0.034651,0.008112,-0.665230,0.004531,0.011693,-0.000628,0.016852,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CLE,2025,1,point_diff_per_game,-5.218996,-1.048299,-4.170697,-0.815845,-5.974692,-2.366702,-8.573622,0.232228,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
CLE,2025,1,win_pct,0.323506,0.215576,0.107930,-0.527362,0.082510,0.133350,0.045888,0.169972,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DAL,2025,1,offensive_epa_per_play,-0.002023,-0.014156,0.012133,0.556415,0.008552,0.015714,0.003393,0.020873,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DAL,2025,1,point_diff_per_game,-1.146280,1.926568,-3.072848,-0.303369,-4.876843,-1.268854,-7.475774,1.330077,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DAL,2025,1,win_pct,0.456843,0.342072,0.114770,-0.229394,0.089350,0.140190,0.052729,0.176812,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DEN,2025,1,offensive_epa_per_play,0.054445,0.039135,0.015310,1.521794,0.011729,0.018891,0.006570,0.024050,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DEN,2025,1,point_diff_per_game,5.925788,9.661983,-3.736195,-0.613020,-5.540190,-1.932200,-8.139120,0.666730,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DEN,2025,1,win_pct,0.803370,0.670996,0.132374,0.537430,0.106954,0.157794,0.070333,0.194416,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DET,2025,1,offensive_epa_per_play,0.005945,-0.001860,0.007806,-0.758300,0.004225,0.011387,-0.000934,0.016546,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
DET,2025,1,point_diff_per_game,-0.408273,3.711299,-4.119573,-0.791980,-5.923568,-2.315578,-8.522498,0.283352,true,baseline-ridge-v0.4.0-offseason,features-0.4.0-offseason,2026-05-08T13:47:01Z
